DRG,costweight_16,cost_16,costweight_17,cost_17,costweight_18,cost_18,costweight_19,cost_19,costweight_20,cost_20,ave_charge_16,ave_charge_17,ave_charge_18,ave_charge_19,ave_charge_20,private_16,paed_16,private_17,paed_17,private_18,paed_18,private_19,paed_19,private_20,paed_20
D04A,2.56,"13,329",2.52,"13,030",3.81,"18,603",4.15,"20,845",4.17,"22,257",6742.19,7466.25,10077.09,11703.91,16690.56,,,0.19,1,0.15,1,0.17,0.94,0.17,1
D04B,1.53,"7,972",1.51,"7,805",2.12,"10,342",2.23,"11,209",2.21,"11,794",3270.94,3404.46,3667.65,3787.43,6589.61,,,0.14,1.13,0.16,1.22,0.18,1.13,0.16,1.17
D04Z,,,,,,,,,,,,,,,,0.21,0.95,,,,,,,,
D05Z,2.43,"12,652",2.50,"12,938",2.78,"13,571",2.72,"13,661",2.85,"15,205",5369.57,5566.89,5882.9,6223.08,6343.77,0.2,1,0.17,1,0.2,1,0.18,1,0.21,1
D06Z,1.37,"7,148",1.43,"7,375",1.55,"7,554",1.61,"8,094",1.68,"8,987",3109.5,3167.85,3328.14,3460.84,3445.17,0.29,1,0.26,1,0.34,1,0.3,1,0.25,1
D10Z,0.99,"5,138",1.03,"5,348",1.13,"5,530",1.15,"5,805",1.17,"6,252",2593.43,2667.77,2763.45,2865.74,2875.93,0.24,0.8,0.26,0.89,0.25,0.88,0.23,0.82,0.23,0.9
D11Z,0.74,"3,836",0.76,"3,940",0.86,"4,199",0.87,"4,351",0.88,"4,669",1837.82,1870.08,1932.91,1999.09,2040.8,0.17,0.9,0.18,1,0.2,1,0.19,1,0.17,1.14
D12A,2.16,"11,221",2.56,"13,220",2.98,"14,579",2.93,"14,722",3.26,"17,396",3290.77,3147.85,3874.1,3806.53,5109.47,0.12,1.39,0.1,1.25,0.17,1.23,0.12,1.05,0.1,1.17
D12B,0.87,"4,507",0.91,"4,727",0.99,"4,815",0.97,"4,859",1.03,"5,482",2310.37,2351.74,2413.74,2423.68,2446.28,0.21,1,0.2,1,0.23,1.1,0.23,1,0.2,1.17
D13Z,0.43,"2,247",0.46,"2,384",0.53,"2,573",0.56,"2,836",0.57,"3,045",1205.71,1230.55,1249.51,1296.31,1297.64,0.36,0.87,0.34,0.89,0.27,1,0.32,1.06,0.25,1.2
D14A,1.33,"6,904",1.38,"7,143",1.73,"8,451",1.77,"8,883",1.86,"9,912",1792.76,1817.25,2006.64,2016.45,2769.09,0.15,0.89,0.11,1.05,0.12,1.12,0.13,1.13,0.1,1.12
D14B,0.57,"2,977",0.57,"2,959",0.79,"3,837",0.77,"3,869",0.83,"4,451",1481.5,1532.34,1693.92,1699.71,1838.86,0.13,1,0.18,1,0.18,1.11,0.15,1.09,0.14,1.14
D15Z,2.37,"12,301",2.41,"12,446",2.78,"13,572",2.80,"14,093",2.99,"15,939",4471.93,4785.33,4855.66,4943.86,5370.62,0.24,1,0.34,1,0.21,0.94,0.37,0.95,0.23,1
D40Z,0.69,"3,608",0.75,"3,864",0.81,"3,975",0.88,"4,409",0.91,"4,839",1105.15,1144.87,1190.81,1229.55,1281.89,0.14,1.06,0.15,1.09,0.16,1.22,0.14,1,0.12,1
D60A,2.81,"14,612",2.91,"15,067",3.22,"15,708",3.25,"16,362",3.42,"18,248",12165.51,9856.47,9790.66,11719.61,12295.69,0.06,1,0.06,1.22,0.08,1,0.08,1,0.06,1
D60B,0.68,"3,525",0.71,"3,691",0.75,"3,658",0.76,"3,815",0.79,"4,238",2525.52,2421.46,2434.05,2719.23,2899.56,0.09,1.51,0.13,1.3,0.1,1.36,0.11,1.48,0.12,1.47
D60C,,,,,,,,,,,,,,,,0.32,1,,,,,,,,
D61A,0.89,"4,610",0.99,"5,143",0.76,"3,689",0.76,"3,835",0.81,"4,339",4160.02,4451.87,4559.03,4478.29,4441.55,0.13,1,0.13,1,0.14,1,0.15,1,0.14,1
D61B,0.38,"1,987",0.40,"2,087",0.28,"1,380",0.28,"1,394",0.29,"1,551",2366.69,2196.28,2587.61,2497.89,2782.54,0.16,1.44,0.17,1.59,0.17,1.52,0.18,1.54,0.17,1.7
D61C,,,,,,,,,,,,,,,,0.34,1,,,,,,,,
D62A,1.27,"6,596",1.19,"6,159",1.23,"6,015",1.12,"5,638",1.23,"6,542",5755.55,3917.4,4987.38,4704.09,6010.58,0.08,1.45,0.07,1,0.1,1,0.11,1,0.09,1
D62B,0.40,"2,080",0.37,"1,931",0.31,"1,503",0.30,"1,522",0.31,"1,645",1525.31,1556.36,1616.31,1747.9,1790.3,0.25,2,0.08,1.26,0.1,1.25,0.11,1.2,0.08,1.14
D63A,0.97,"5,039",1.01,"5,199",0.95,"4,638",0.85,"4,270",0.86,"4,593",3987.2,4121.09,4522.27,4090.17,4668.8,0.1,1.07,0.08,1.11,0.1,1.23,0.09,1.12,0.09,1.16
D63B,0.38,"1,995",0.39,"1,993",0.31,"1,528",0.30,"1,514",0.35,"1,886",1842.37,1744.18,2107,2172.23,2474.67,0.08,1.15,0.08,1.08,0.09,1.2,0.09,1.2,0.09,1.13
D63C,,,,,,,,,,,,,,,,0.18,1.3,,,,,,,,
D64A,0.97,"5,018",0.98,"5,080",0.78,"3,822",0.89,"4,494",0.90,"4,820",2394.98,2194.45,3736.92,1759.13,2627.85,,,0.09,1,0.09,1,0.09,1.07,0.09,1.1
D64B,0.33,"1,729",0.36,"1,845",0.23,"1,135",0.24,"1,208",0.27,"1,429",1421.51,1431.06,1221,1187.31,1349.02,,,0.07,0.8,0.09,0.8,0.09,0.8,0.1,0.8
D64Z,,,,,,,,,,,,,,,,0.1,0.95,,,,,,,,
D65A,0.78,"4,054",1.08,"5,611",0.87,"4,253",0.87,"4,357",0.91,"4,879",4740.32,5136.67,5862.91,3936.81,6007.37,,,0.12,1,0.16,1,0.12,1,0.15,1
D65B,0.35,"1,820",0.37,"1,917",0.31,"1,506",0.30,"1,531",0.32,"1,730",1186.35,1221.74,1353.65,1361.59,1556.57,,,0.18,1,0.2,1.15,0.18,1.13,0.2,1.26
D65Z,,,,,,,,,,,,,,,,0.2,0.88,,,,,,,,
D66A,0.97,"5,019",0.94,"4,858",0.95,"4,655",0.91,"4,578",0.98,"5,248",1920.65,1935.6,2128.2,2297.5,2404.24,0.09,1.26,0.1,1,0.11,1.08,0.1,1,0.1,1.2
D66B,0.34,"1,762",0.31,"1,593",0.30,"1,472",0.29,"1,441",0.32,"1,719",942,877.26,1038.98,1101.88,1240.69,0.12,0.85,0.15,1,0.17,1.18,0.14,1,0.11,1.35
D66C,,,,,,,,,,,,,,,,0.27,1.23,,,,,,,,
D67A,1.02,"5,327",1.25,"6,445",1.21,"5,895",1.13,"5,674",1.28,"6,815",3605.54,3551.02,4299.36,4990.74,5352.11,0.09,1.32,0.08,1.29,0.09,1.41,0.07,1.29,0.09,1.18
D67B,0.37,"1,941",0.39,"2,029",0.34,"1,640",0.32,"1,628",0.35,"1,860",1069.09,1086.62,1410.03,1353,1490.79,0.28,1.38,0.16,1.25,0.15,1.36,0.17,1.27,0.15,1.41
E01A,9.84,"51,177",9.18,"47,450",10.64,"51,970",9.85,"49,514",10.17,"54,263",29140.04,28562.44,32750.48,31000.29,30868.71,0.16,1.17,0.16,0.86,0.15,0.89,0.16,0.95,0.13,1
E01B,5.09,"26,440",5.03,"26,030",5.79,"28,296",5.67,"28,487",5.71,"30,447",20643.56,20549.61,21112.2,20941.23,21623.55,0.21,1.15,0.19,1,0.19,1,0.18,1,0.16,1.1
E01C,3.45,"17,939",3.54,"18,332",3.90,"19,075",3.87,"19,443",4.03,"21,491",14249.16,14295.21,14606.73,14787.08,15325.14,,,0.17,1.16,0.24,1.15,0.18,1.19,0.18,1.2
E02A,4.94,"25,682",5.51,"28,500",6.02,"29,433",6.15,"30,911",6.41,"34,181",14572.72,15094.02,17411.09,16524.56,17763.41,0.15,1.33,0.13,1.32,0.13,1.32,0.13,1.29,0.14,1.32
E02B,1.58,"8,212",1.67,"8,628",1.84,"8,990",1.79,"8,988",1.85,"9,867",4348.19,4362.09,4774.1,5071.54,5201.58,0.18,0.86,0.14,0.8,0.18,0.8,0.18,0.8,0.22,0.8
E02C,0.82,"4,259",0.82,"4,230",0.94,"4,589",0.97,"4,896",1.04,"5,539",2482.27,2475.27,2636.47,2739.62,2723.79,0.17,0.87,0.18,0.95,0.21,1,0.17,0.94,0.18,1
E03Z,,,28.73,"148,583",33.16,"162,023",37.72,"189,630",40.02,"213,527",,,,,,,,,,,,0.12,1,0.12,1
E40A,8.99,"46,729",8.51,"44,023",10.02,"48,935",10.09,"50,742",10.21,"54,488",28418.57,25899.61,30646.18,31875.35,35845.96,0.12,0.95,0.11,0.92,0.1,0.95,0.1,1,0.1,1
E40B,5.81,"30,212",5.82,"30,107",6.08,"29,723",6.31,"31,723",6.40,"34,163",21169.64,21659.75,24721.45,18898.9,21472.57,0.12,1,0.09,0.8,0.11,0.8,0.11,0.81,0.11,0.83
E41A,5.46,"28,408",5.76,"29,769",6.14,"29,981",5.87,"29,509",5.94,"31,669",22698.51,20048.3,22606.65,21609.5,22556.41,0.1,1.29,0.08,0.84,0.09,0.85,0.09,0.85,0.09,1
E41B,2.94,"15,291",2.83,"14,629",2.76,"13,499",2.72,"13,684",2.84,"15,147",15454.06,15359.59,15499.05,14211.28,15176.01,0.08,1,0.08,0.8,0.09,0.8,0.08,0.8,0.08,0.8
E42A,3.15,"16,396",4.62,"23,890",4.78,"23,341",4.95,"24,865",4.51,"24,037",7724.84,8145.53,11102.57,12093.82,12170.78,0.12,1.29,0.12,1.33,0.13,1.35,0.12,1.42,0.1,1.56
E42B,0.65,"3,365",1.70,"8,809",1.74,"8,478",1.68,"8,447",1.72,"9,195",2395.84,2616.6,5367.78,5377.24,4896.37,0.14,1.3,0.24,1.06,0.25,1.14,0.14,1.27,0.22,1.39
E42C,,,0.63,"3,275",0.72,"3,534",0.73,"3,676",0.77,"4,086",,,2173.58,2135.84,2060,0.31,1.39,,,,,0.26,1.13,0.25,1.25
E60A,4.83,"25,116",4.50,"23,281",6.14,"30,004",6.71,"33,736",7.30,"38,943",6700.3,820.31,7302.57,7723.29,,0.04,1.22,0.03,1.26,0.04,1.31,0.04,1.43,0.03,1.31
E60B,2.95,"15,348",1.97,"10,212",3.64,"17,773",3.91,"19,658",3.94,"21,029",5919.83,1689.85,,,6998.45,0.04,1.28,0.04,1.21,0.03,1.28,0.03,1.34,0.04,1.25
E61A,2.12,"11,021",2.10,"10,870",2.10,"10,270",2.11,"10,602",2.21,"11,792",7194.07,6681.93,6988.75,7794.55,7014.67,0.13,1,0.13,1,0.15,1,0.13,1,0.14,1
E61B,0.90,"4,704",0.87,"4,520",0.79,"3,867",0.77,"3,872",0.83,"4,423",3744.19,3860.59,4017.39,4073.58,4236.46,0.18,1,0.17,1,0.18,1,0.18,1,0.17,1
E62A,1.89,"9,817",1.89,"9,769",1.89,"9,224",1.82,"9,144",1.90,"10,144",7854.36,7826.97,8276.34,8152.24,8279.35,0.1,1.57,0.09,0.91,0.1,0.93,0.09,1,0.09,1.1
E62B,0.81,"4,217",0.84,"4,350",0.79,"3,877",0.77,"3,866",0.83,"4,453",4141.51,4248.19,4561.88,4579.4,4780.04,0.11,1.29,0.1,0.81,0.11,0.82,0.1,0.8,0.1,0.8
E62C,,,,,,,,,,,,,,,,0.11,0.88,,,,,,,,
E63A,0.83,"4,309",0.63,"3,270",0.63,"3,099",0.67,"3,376",0.66,"3,531",653.84,655.84,736.68,756.54,750.54,,,0.13,1.18,0.11,1.23,0.15,1.24,0.1,1.24
E63B,0.31,"1,614",0.34,"1,780",0.30,"1,456",0.32,"1,631",0.35,"1,845",670.57,680.86,725.76,746.67,789.73,,,0.34,1,0.33,1.07,0.31,1,0.16,1.16
E63Z,,,,,,,,,,,,,,,,0.29,1.29,,,,,,,,
E64A,2.29,"11,923",2.23,"11,556",2.51,"12,242",2.40,"12,066",2.43,"12,963",9919.59,7244.04,8939.08,10060.9,8973.04,0.12,1,0.1,1,0.09,1,0.1,1,0.09,1
E64B,0.94,"4,893",0.88,"4,550",0.96,"4,711",0.86,"4,334",0.98,"5,213",3752.81,4572.89,5075.68,4957.32,5582.86,0.17,1,0.06,1,0.1,1,0.1,1,0.11,1
E65A,1.78,"9,266",1.74,"9,016",1.71,"8,372",1.74,"8,753",1.75,"9,329",7533.34,7335.2,7480.7,7857.42,8261.07,0.09,1,0.09,2,0.09,2,0.08,1,0.09,1
E65B,0.87,"4,521",0.84,"4,354",0.77,"3,764",0.77,"3,881",0.81,"4,313",3875.53,3785.46,3975.04,3901.3,4600.64,0.1,2,0.09,1.86,0.1,2,0.1,1.75,0.1,1.96
E66A,2.14,"11,123",2.82,"14,584",2.13,"10,401",2.11,"10,603",2.27,"12,098",8112.61,8632.76,11988.89,12368.26,8670.08,0.12,1,0.09,1,0.11,1,0.09,1,0.11,1
E66B,0.79,"4,130",1.42,"7,319",0.73,"3,588",0.72,"3,630",0.82,"4,363",3592.48,2759.94,5278.21,4838.7,3887.22,0.13,1,0.12,1,0.13,1,0.1,1,0.11,1
E66C,,,0.70,"3,642",,,,,,,,,2357.81,3083.39,,0.15,1,,,,,0.14,1,0.16,1
E67A,0.94,"4,873",0.90,"4,649",0.86,"4,184",0.88,"4,420",1.00,"5,340",3799.76,3850.34,3901.51,3858.69,4006.43,0.14,0.95,0.15,0.86,0.14,0.89,0.14,0.86,0.13,0.89
E67B,0.37,"1,925",0.39,"2,004",0.28,"1,373",0.27,"1,377",0.35,"1,869",2037.33,2142.31,2305.93,2116.26,2196.36,0.22,0.8,0.15,0.8,0.15,0.8,0.15,0.8,0.14,0.8
E68A,1.89,"9,814",1.92,"9,949",1.97,"9,639",2.02,"10,160",1.95,"10,395",6185.16,6234.23,5861.83,6252.92,7290.62,0.11,1,0.1,1,0.12,1,0.1,1,0.1,1
E68B,0.86,"4,478",0.84,"4,321",0.76,"3,733",0.76,"3,811",0.83,"4,412",3186.32,3055.73,3131.1,2706.93,2839.01,0.11,1,0.1,1.09,0.11,1.14,0.14,1.17,0.13,1.27
E69A,1.15,"5,967",1.14,"5,876",0.93,"4,534",0.96,"4,851",0.98,"5,247",5475,5315.04,5526.91,6151.55,5560.9,0.1,0.89,0.09,0.87,0.1,0.9,0.09,1,0.09,1.07
E69B,0.47,"2,447",0.47,"2,454",0.33,"1,630",0.34,"1,711",0.36,"1,927",2411.95,2510.21,2978.78,2760.18,2875.08,0.08,0.8,0.07,0.8,0.08,0.8,0.08,0.8,0.08,0.8
E70A,1.26,"6,554",1.30,"6,698",1.22,"5,972",1.23,"6,194",1.35,"7,219",5481.66,5527.97,5739.79,5921.72,6033.29,0.06,0.88,0.06,1,0.05,1,0.05,1,0.05,1.08
E70B,0.67,"3,504",0.69,"3,543",0.59,"2,862",0.57,"2,867",0.61,"3,271",2918.78,3260.11,3095.18,2994.83,2931.85,0.05,0.86,0.05,0.83,0.05,0.81,0.05,0.83,0.05,0.8
E71A,2.33,"12,093",2.42,"12,509",2.67,"13,031",2.67,"13,403",2.56,"13,653",8533.08,8373.34,9942.38,9378.86,10019.61,0.09,1,0.07,1,0.09,1,0.09,1,0.09,1
E71B,0.85,"4,440",0.94,"4,841",0.98,"4,807",0.95,"4,789",1.05,"5,604",3265.6,3217.8,3702.21,3499.62,3740.76,0.1,1.22,0.11,1.54,0.13,1.43,0.12,1.33,0.13,1.61
E71C,,,,,,,,,,,,,,,,0.26,1.92,,,,,,,,
E72Z,0.70,"3,659",0.61,"3,169",0.79,"3,860",0.53,"2,687",0.64,"3,392",2613.05,1279.59,1858.53,2012.37,2128.14,0.1,1,0.02,0.89,0.1,0.8,0.1,0.8,0.1,0.87
E73A,2.77,"14,424",2.80,"14,505",2.73,"13,345",2.82,"14,163",2.73,"14,587",8559.2,8689.72,9509.86,10027.91,8675.71,0.11,1,0.11,1,0.13,1,0.11,1,0.12,1
E73B,1.33,"6,903",1.33,"6,897",1.31,"6,399",1.23,"6,201",1.38,"7,349",4969.36,4857.04,5314.53,5109.18,5683.47,0.16,1,0.12,1,0.18,1,0.14,1,0.14,1
E73C,0.58,"3,004",0.57,"2,967",0.62,"3,005",0.65,"3,272",0.64,"3,424",2207.61,2443.56,2498.99,2361.15,2842.73,0.24,1,0.17,1,0.18,1,0.21,1,0.21,1
E74A,1.75,"9,114",1.94,"10,040",2.00,"9,792",1.92,"9,637",2.09,"11,149",6363.38,6924.65,7815.48,8474.01,7462.35,0.09,1,0.09,1,0.1,1,0.08,1,0.09,1
E74B,0.66,"3,411",0.82,"4,237",0.75,"3,686",0.75,"3,758",0.76,"4,037",1946.65,2107.26,2998.91,2634.44,3398.49,0.13,1,0.11,0.83,0.1,0.84,0.12,1,0.09,0.89
E74C,,,,,,,,,,,,,,,,0.09,1,,,,,,,,
E75A,1.29,"6,730",1.30,"6,705",1.17,"5,700",1.19,"5,958",1.27,"6,785",6143.55,6286.58,6373.08,6421.01,6296.75,0.1,1.43,0.09,1.13,0.1,1.27,0.09,1.21,0.1,1.36
E75B,0.51,"2,661",0.52,"2,700",0.38,"1,843",0.38,"1,907",0.43,"2,286",2651.14,2788.99,3414.15,3341.62,3573.3,0.11,1,0.1,1,0.12,1,0.11,0.91,0.11,0.82
E76A,4.82,"25,035",,,4.48,"21,894",6.31,"31,701",6.07,"32,409",,7263.7,,,,0.1,1,0.09,1,0.1,1,,,,
E76B,2.14,"11,132",,,2.32,"11,350",1.84,"9,231",2.00,"10,671",,,,,,0.1,1,0.09,1,0.1,1,,,,
E76Z,,,4.04,"20,905",,,,,,,,,,,,,,,,,,0.1,1,0.1,1
E77A,,,2.39,"12,370",2.51,"12,257",2.58,"12,950",2.41,"12,863",,,8181.13,8597.48,8479.48,,,,,,,0.08,2,0.08,2
E77B,,,1.24,"6,417",1.20,"5,858",1.21,"6,084",1.28,"6,813",,,4905.97,4780.45,5052.72,,,,,,,0.08,2,0.09,1.66
F01A,9.74,"50,618",9.41,"48,662",9.03,"44,111",9.00,"45,224",9.31,"49,650",78325.71,79284.19,69832.78,64882.17,66027.57,0.63,1,0.48,1,0.71,1,0.69,1,0.61,1
F01B,3.94,"20,499",4.06,"20,998",4.11,"20,066",3.83,"19,249",4.19,"22,372",65355.25,62799.88,57025.33,51070.39,49771.06,1,1,0.86,1,0.94,1,1,1,0.89,1
F02Z,2.69,"14,007",2.95,"15,261",3.66,"17,903",3.34,"16,768",3.62,"19,297",20686.1,19005.68,19578,21126.75,19247.82,0.34,1,0.32,1,0.37,1,0.32,1,0.3,1
F03A,16.12,"83,814",16.71,"86,407",19.99,"97,644",18.01,"90,535",18.97,"101,225",53516.57,55578.43,56929.03,60762.32,70136.62,0.22,1,0.13,1,0.2,1,0.22,1,0.21,1
F03B,11.14,"57,941",10.67,"55,156",11.17,"54,560",11.12,"55,891",11.69,"62,359",45261.86,46859.64,48961.39,51501.45,52782.64,0.2,1,0.13,1,0.2,1,0.22,1,0.21,1
F04A,16.15,"83,963",16.56,"85,644",17.60,"86,005",17.69,"88,938",17.65,"94,150",56730.09,58089.26,63765.75,58794.28,63234.31,0.26,1.13,0.19,1.09,0.16,1.19,0.24,1.05,0.18,1.16
F04B,10.03,"52,169",9.84,"50,879",10.99,"53,669",11.13,"55,945",11.18,"59,669",42435.98,43872.69,46079.96,47643.08,49299.41,0.26,1.05,0.27,1,0.24,1,0.23,1.05,0.23,1
F04C,7.70,"40,057",7.60,"39,280",8.45,"41,305",8.21,"41,292",8.25,"44,035",35344.35,36660.41,38539.87,40190.26,41400.34,,,0.23,1.1,0.21,1.1,0.2,1.06,0.16,1
F05A,13.60,"70,698",12.85,"66,453",14.06,"68,675",14.14,"71,081",14.64,"78,086",44797.76,45891.79,47199.98,46608.1,50418.28,0.19,1,0.21,1,0.2,1,0.17,1,0.2,1
F05B,9.28,"48,235",9.25,"47,841",10.10,"49,323",10.46,"52,571",10.37,"55,334",34739.78,35819.45,36094.46,36949.58,39032.25,0.32,1,0.19,1,0.19,1,0.18,1,0.21,1
F06A,10.63,"55,240",11.97,"61,898",12.19,"59,569",12.13,"60,983",12.57,"67,079",37414.46,38703.62,40103.47,41210.12,42199.44,0.19,1,0.18,1,0.17,1,0.19,1,0.18,1
F06B,7.05,"36,628",8.07,"41,746",8.61,"42,069",8.67,"43,568",8.95,"47,735",28139.69,28884.65,32954.75,32520.13,34224.79,0.2,1,0.18,1,0.23,1,0.2,1,0.21,1
F06C,,,6.66,"34,430",7.25,"35,436",7.40,"37,215",7.52,"40,097",,,28746.98,28675.15,29788.68,,,,,,,0.21,1,0.22,1
F07A,17.32,"90,024",13.42,"69,424",16.54,"80,789",17.00,"85,464",18.37,"98,024",42246.24,51438.57,49172.34,48800.81,50778.89,0.2,1.28,0.21,1,0.26,1.05,0.21,1.07,0.16,1.1
F07B,9.22,"47,909",7.30,"37,769",10.93,"53,419",10.58,"53,205",11.39,"60,765",37466.68,39138.31,33922.94,35378.4,40875.18,0.26,1.05,0.24,1,0.26,1,0.24,1,0.23,1
F07C,6.96,"36,177",,,7.65,"37,355",7.49,"37,650",7.69,"41,025",33646.47,33258.01,,,36469.36,,,0.2,1.09,0.26,1,,,,
F08A,12.14,"63,095",12.89,"66,669",13.42,"65,563",13.40,"67,385",14.10,"75,247",41449.38,40940.08,48801.17,48325.08,50183.55,0.25,1,0.17,1,0.28,1,0.19,1,0.18,1
F08B,6.31,"32,820",6.95,"35,916",7.50,"36,651",7.47,"37,577",7.66,"40,859",27338.44,28722.58,31770.69,31154.61,32748.35,0.28,1,0.25,1,0.25,1,0.26,1,0.29,1
F08C,3.96,"20,590",4.09,"21,138",4.63,"22,623",4.54,"22,816",4.72,"25,161",20082.99,20760.35,21071.09,20716.15,21540.85,,,0.31,1,0.32,1,0.34,1,0.33,1
F09A,8.42,"43,755",8.13,"42,055",7.24,"35,350",7.48,"37,603",7.44,"39,692",31457.6,31112.13,28304.34,29581,23354.57,0.17,1.56,0.17,1,0.17,0.9,0.16,0.95,0.17,1
F09B,5.00,"25,989",4.21,"21,778",3.04,"14,872",3.17,"15,928",3.11,"16,600",19540.23,23253.16,18671.98,17303.4,14998.1,0.23,1.83,0.18,1,0.23,1.12,0.17,1,0.26,1
F09C,2.48,"12,905",2.28,"11,802",,,,,,,14019.83,14506.88,14490.51,14315.5,,0.19,1,0.17,1,0.16,1,0.19,1,0.31,1
F10A,3.96,"20,587",4.17,"21,555",4.41,"21,543",4.47,"22,480",4.48,"23,918",21761.43,22072.46,23192.03,22212.84,22313.25,0.28,1,0.23,1,0.28,1,0.27,1,0.29,1
F10B,2.15,"11,194",2.22,"11,505",2.26,"11,054",2.24,"11,253",2.22,"11,864",16595.98,16362.23,16066.65,15783.95,15754.59,0.38,1,0.33,1,0.4,1,0.44,1,0.42,1
F11A,12.63,"65,639",13.30,"68,786",15.71,"76,741",16.11,"80,970",15.90,"84,833",37766.56,46788.71,46661.55,40037.18,38433.45,0.13,1,0.1,1,0.12,1,0.12,1,0.08,1
F11B,6.58,"34,212",6.33,"32,712",8.35,"40,787",7.69,"38,637",8.14,"43,402",20539.72,24908.63,27108.84,26013.31,30669.91,0.13,1,0.1,1,0.12,1,0.12,1,0.08,1
F12A,4.47,"23,236",4.42,"22,876",4.42,"21,616",4.35,"21,846",4.39,"23,444",26199.75,27191.2,25576.82,23863.73,24427.6,0.38,1,0.41,1,0.44,1,0.41,1,0.44,1
F12B,2.03,"10,563",2.08,"10,778",2.21,"10,783",2.14,"10,783",2.21,"11,772",20640.35,21300.04,19983.09,18664.59,18687.31,0.59,1,0.62,1,0.63,1,0.61,1,0.63,1
F13A,6.41,"33,320",6.21,"32,119",7.36,"35,962",7.74,"38,896",7.20,"38,415",21570.67,21625.54,23425.82,23234.36,26356.87,0.1,1,0.1,1,0.12,1,0.1,1,0.1,1
F13B,2.77,"14,427",2.81,"14,530",3.27,"15,972",3.24,"16,278",3.25,"17,339",12049.45,11127.62,12289.22,12273.63,12145.21,0.11,1,0.1,1,0.12,1,0.15,1,0.12,1
F14A,6.39,"33,207",6.47,"33,452",7.16,"34,994",7.01,"35,253",7.39,"39,437",24532.12,26004.78,26372.69,25679.91,25154.25,0.17,1,0.13,1.19,0.17,1.2,0.17,1.27,0.2,1.5
F14B,2.82,"14,683",2.68,"13,877",3.10,"15,142",3.05,"15,331",3.11,"16,567",13128.4,13618.78,13288.76,12792.2,13218.76,0.3,1.52,0.27,1.16,0.29,1.12,0.26,1.17,0.26,1.17
F14C,1.39,"7,243",1.45,"7,508",1.69,"8,249",1.67,"8,412",1.64,"8,739",8837.25,8832.05,8936.41,8740.12,8786.28,0.32,1.36,0.33,1.27,0.39,1.35,0.33,1.35,0.37,1.34
F15A,3.44,"17,863",,,,,,,,,20321.08,20250.11,,,,0.4,1,0.28,1,0.37,1,,,,
F15B,1.63,"8,471",,,,,,,,,15776.42,15772.5,,,,0.56,1,0.47,1,0.53,1,,,,
F16A,3.73,"19,374",,,,,,,,,15169.59,14903.15,,,,0.38,1,0.24,1,0.29,1,,,,
F16B,1.39,"7,211",,,,,,,,,9556.54,9662.97,,,,0.38,1,0.28,1,0.37,1,,,,
F17A,2.40,"12,464",2.99,"15,465",2.76,"13,465",2.78,"13,989",2.70,"14,399",19224.63,20314.72,17795.15,16575.8,15890.49,,,0.75,1,0.74,1,1,1,0.72,1
F17B,1.25,"6,506",1.33,"6,871",1.39,"6,789",1.34,"6,746",1.33,"7,091",15862.09,16433.07,15226.25,14023.12,13791.85,,,0.74,1,0.78,1,0.97,1,0.8,1
F17Z,,,,,,,,,,,,,,,,0.64,1,,,,,,,,
F18A,4.48,"23,294",,,,,,,,,15664.45,14922.09,,,,0.36,1,0.13,1,0.25,1,,,,
F18B,1.41,"7,306",,,,,,,,,7248.36,8180.4,,,,0.36,1,0.2,1,0.25,1,,,,
F18Z,,,2.44,"12,641",2.74,"13,405",3.10,"15,571",2.88,"15,391",,,8510.23,8538.29,9515.21,,,,,,,0.2,1,0.25,1
F19A,4.75,"24,719",4.56,"23,581",6.00,"29,334",5.83,"29,318",6.38,"34,051",16057.43,15952.83,17617.98,19253.87,21686.45,0.12,1.12,0.14,0.87,0.16,0.85,0.21,0.95,0.25,1
F19B,2.41,"12,553",2.27,"11,754",2.75,"13,423",2.74,"13,793",2.71,"14,463",13524.2,13303.15,14070.69,15945.08,17024.35,0.36,1,0.28,1.35,0.45,1.32,0.3,1.39,0.42,1.34
F20Z,1.03,"5,338",0.98,"5,073",1.13,"5,510",1.09,"5,481",1.12,"5,964",3418.56,3561.76,3772.04,3967.75,4096.72,0.26,0.8,0.23,0.86,0.24,1,0.2,1,0.21,1.12
F21A,5.75,"29,899",8.02,"41,464",8.06,"39,372",7.94,"39,925",7.97,"42,521",21466.19,20124.25,29110.71,29088.14,25973.83,0.12,1,0.1,1,0.08,1,0.12,1,0.1,1
F21B,2.25,"11,719",3.37,"17,436",3.35,"16,382",3.39,"17,043",3.40,"18,119",8733.46,9479.16,15340.05,15649.29,15428.97,0.11,1,0.1,1,0.12,1,0.11,1,0.09,1
F21C,1.30,"6,774",1.53,"7,899",1.63,"7,949",1.71,"8,615",1.52,"8,094",5626.55,5464.43,7175.63,6665.09,6558.62,,,0.16,1,0.26,1,0.14,1.13,0.22,1
F22Z,,,79.01,"408,569",91.59,"447,434",85.45,"429,604",87.78,"468,310",,,,,,,,,,,,0.32,1.53,0.3,1
F23Z,,,36.10,"186,700",38.74,"189,236",33.16,"166,711",36.56,"195,038",,,,,,,,,,,,0.32,1,0.3,1
F24A,,,4.05,"20,938",3.83,"18,716",4.09,"20,551",4.10,"21,848",,,18068.4,17578.56,17609.33,,,,,,,0.27,1,0.25,1
